"Time (MJD)" LCO/CSP.B LCO/CSP.B_err LCO/CSP.V LCO/CSP.V_err LCO/CSP.g LCO/CSP.g_err LCO/CSP.i LCO/CSP.i_err LCO/CSP.r LCO/CSP.r_err LICK/LICK.B LICK/LICK.B_err LICK/LICK.V LICK/LICK.V_err Misc/Atlas.cyan Misc/Atlas.cyan_err Misc/Atlas.orange Misc/Atlas.orange_err PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err SLOAN/SDSS.gprime_filter SLOAN/SDSS.gprime_filter_err SLOAN/SDSS.iprime_filter SLOAN/SDSS.iprime_filter_err SLOAN/SDSS.rprime_filter SLOAN/SDSS.rprime_filter_err SLOAN/SDSS.zprime_filter SLOAN/SDSS.zprime_filter_err Swift/UVOT.B Swift/UVOT.B_err Swift/UVOT.U Swift/UVOT.U_err Swift/UVOT.UVM2 Swift/UVOT.UVM2_err Swift/UVOT.UVW1 Swift/UVOT.UVW1_err Swift/UVOT.UVW2 Swift/UVOT.UVW2_err Swift/UVOT.V Swift/UVOT.V_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
51.700 -10.337 -4.860 -10.445 -4.700 -10.851 -4.160 -11.966 -2.509 -13.010 -0.267 -13.029 -0.259 -13.120 -0.245 -14.042 -0.124 -14.030 -0.119 -14.008 -0.116 -13.875 -0.142 -14.582 -0.289 -14.763 -0.131 -14.741 -0.141 -14.650 -0.214 -14.733 -0.110 -14.832 -0.092 -14.879 -0.089 -14.746 -0.138 -14.345 -0.607 -14.785 -0.152 -14.914 -0.156 -15.030 -0.155 -15.557 -0.249 -15.385 -0.839 4.509 0.190 0.941 0.114 41.416 40.333
51.800 -10.334 -4.865 -10.443 -4.705 -10.847 -4.165 -11.957 -2.513 -13.008 -0.272 -13.028 -0.265 -13.120 -0.250 -14.038 -0.126 -14.025 -0.121 -14.004 -0.118 -13.877 -0.146 -14.580 -0.293 -14.765 -0.134 -14.744 -0.144 -14.654 -0.216 -14.742 -0.114 -14.839 -0.095 -14.883 -0.092 -14.736 -0.131 -14.333 -0.608 -14.779 -0.159 -14.908 -0.161 -15.026 -0.161 -15.558 -0.264 -15.385 -0.848 4.511 0.192 0.939 0.115 41.415 40.337
51.900 -10.332 -4.870 -10.440 -4.711 -10.843 -4.170 -11.948 -2.516 -13.006 -0.277 -13.026 -0.270 -13.120 -0.255 -14.032 -0.128 -14.020 -0.123 -14.000 -0.119 -13.878 -0.150 -14.576 -0.297 -14.767 -0.137 -14.746 -0.147 -14.657 -0.219 -14.750 -0.118 -14.844 -0.099 -14.886 -0.095 -14.725 -0.125 -14.320 -0.609 -14.772 -0.165 -14.902 -0.166 -15.021 -0.168 -15.558 -0.280 -15.386 -0.857 4.514 0.194 0.937 0.116 41.414 40.341
52.000 -10.330 -4.876 -10.438 -4.716 -10.840 -4.176 -11.939 -2.519 -13.004 -0.282 -13.024 -0.274 -13.119 -0.260 -14.026 -0.129 -14.014 -0.124 -13.995 -0.121 -13.878 -0.154 -14.573 -0.300 -14.768 -0.140 -14.748 -0.149 -14.658 -0.221 -14.757 -0.121 -14.848 -0.102 -14.888 -0.098 -14.714 -0.119 -14.307 -0.610 -14.766 -0.171 -14.896 -0.171 -15.015 -0.174 -15.558 -0.296 -15.386 -0.866 4.516 0.196 0.934 0.117 41.412 40.343
52.100 -10.328 -4.881 -10.435 -4.721 -10.836 -4.181 -11.930 -2.522 -13.002 -0.286 -13.022 -0.279 -13.118 -0.264 -14.018 -0.131 -14.008 -0.126 -13.990 -0.123 -13.877 -0.157 -14.569 -0.304 -14.768 -0.143 -14.748 -0.152 -14.659 -0.223 -14.763 -0.125 -14.851 -0.105 -14.889 -0.101 -14.703 -0.113 -14.294 -0.611 -14.760 -0.177 -14.890 -0.175 -15.010 -0.181 -15.558 -0.312 -15.387 -0.875 4.519 0.198 0.930 0.117 41.410 40.343
52.200 -10.325 -4.886 -10.433 -4.727 -10.832 -4.186 -11.921 -2.525 -12.999 -0.290 -13.020 -0.283 -13.117 -0.268 -14.010 -0.133 -14.000 -0.128 -13.983 -0.125 -13.877 -0.161 -14.564 -0.307 -14.767 -0.146 -14.747 -0.155 -14.659 -0.225 -14.767 -0.128 -14.853 -0.108 -14.889 -0.103 -14.691 -0.108 -14.282 -0.612 -14.754 -0.182 -14.884 -0.180 -15.005 -0.187 -15.558 -0.328 -15.387 -0.883 4.523 0.199 0.926 0.117 41.407 40.343
52.300 -10.323 -4.892 -10.430 -4.732 -10.829 -4.191 -11.912 -2.528 -12.996 -0.294 -13.018 -0.287 -13.116 -0.272 -14.002 -0.135 -13.992 -0.130 -13.976 -0.127 -13.875 -0.165 -14.559 -0.310 -14.765 -0.148 -14.746 -0.157 -14.658 -0.227 -14.771 -0.132 -14.854 -0.111 -14.888 -0.106 -14.679 -0.103 -14.269 -0.614 -14.748 -0.187 -14.878 -0.184 -15.000 -0.193 -15.558 -0.344 -15.388 -0.892 4.526 0.201 0.921 0.117 41.404 40.341
52.400 -10.321 -4.897 -10.428 -4.737 -10.825 -4.196 -11.903 -2.531 -12.993 -0.297 -13.015 -0.290 -13.114 -0.275 -13.993 -0.137 -13.984 -0.132 -13.969 -0.129 -13.873 -0.168 -14.553 -0.313 -14.761 -0.151 -14.743 -0.159 -14.656 -0.229 -14.774 -0.135 -14.854 -0.113 -14.887 -0.108 -14.667 -0.100 -14.256 -0.615 -14.743 -0.191 -14.873 -0.188 -14.994 -0.199 -15.557 -0.360 -15.388 -0.900 4.529 0.202 0.916 0.118 41.401 40.339
52.500 -10.319 -4.902 -10.426 -4.743 -10.821 -4.201 -11.894 -2.534 -12.990 -0.300 -13.012 -0.293 -13.112 -0.278 -13.984 -0.139 -13.975 -0.134 -13.961 -0.132 -13.871 -0.172 -14.546 -0.317 -14.757 -0.153 -14.739 -0.161 -14.653 -0.231 -14.775 -0.138 -14.852 -0.116 -14.884 -0.110 -14.654 -0.098 -14.243 -0.617 -14.737 -0.195 -14.867 -0.192 -14.989 -0.205 -15.557 -0.377 -15.389 -0.907 4.532 0.204 0.912 0.118 41.398 40.337
52.600 -10.316 -4.907 -10.423 -4.748 -10.818 -4.206 -11.885 -2.537 -12.987 -0.303 -13.009 -0.296 -13.109 -0.281 -13.974 -0.142 -13.966 -0.137 -13.952 -0.134 -13.868 -0.176 -14.539 -0.320 -14.752 -0.155 -14.734 -0.163 -14.649 -0.233 -14.775 -0.140 -14.850 -0.118 -14.880 -0.112 -14.641 -0.097 -14.231 -0.619 -14.732 -0.199 -14.862 -0.195 -14.983 -0.210 -15.557 -0.393 -15.390 -0.915 4.533 0.205 0.908 0.118 41.394 40.336
52.700 -10.314 -4.913 -10.421 -4.753 -10.814 -4.211 -11.876 -2.540 -12.983 -0.305 -13.006 -0.298 -13.106 -0.283 -13.963 -0.144 -13.956 -0.139 -13.944 -0.137 -13.864 -0.179 -14.531 -0.323 -14.745 -0.157 -14.728 -0.165 -14.643 -0.234 -14.774 -0.143 -14.847 -0.120 -14.875 -0.114 -14.629 -0.098 -14.218 -0.620 -14.727 -0.202 -14.856 -0.198 -14.977 -0.216 -15.557 -0.410 -15.390 -0.922 4.533 0.206 0.904 0.118 41.391 40.335
52.800 -10.312 -4.918 -10.418 -4.758 -10.810 -4.216 -11.867 -2.542 -12.979 -0.307 -13.002 -0.300 -13.103 -0.285 -13.953 -0.147 -13.946 -0.142 -13.935 -0.140 -13.860 -0.182 -14.523 -0.326 -14.738 -0.159 -14.721 -0.167 -14.637 -0.236 -14.772 -0.146 -14.842 -0.122 -14.869 -0.116 -14.616 -0.100 -14.206 -0.623 -14.722 -0.206 -14.851 -0.202 -14.971 -0.221 -15.556 -0.427 -15.391 -0.929 4.531 0.207 0.903 0.118 41.388 40.335
52.900 -10.310 -4.923 -10.416 -4.763 -10.807 -4.221 -11.859 -2.545 -12.975 -0.309 -12.998 -0.301 -13.100 -0.286 -13.942 -0.149 -13.936 -0.145 -13.925 -0.143 -13.856 -0.186 -14.514 -0.329 -14.729 -0.161 -14.712 -0.169 -14.630 -0.237 -14.769 -0.148 -14.836 -0.124 -14.861 -0.117 -14.603 -0.104 -14.193 -0.625 -14.717 -0.208 -14.845 -0.204 -14.966 -0.226 -15.556 -0.443 -15.392 -0.935 4.527 0.207 0.902 0.119 41.386 40.336
53.000 -10.307 -4.928 -10.413 -4.768 -10.803 -4.226 -11.850 -2.548 -12.971 -0.310 -12.994 -0.303 -13.096 -0.287 -13.931 -0.152 -13.925 -0.148 -13.916 -0.146 -13.851 -0.189 -14.504 -0.331 -14.719 -0.162 -14.703 -0.170 -14.621 -0.238 -14.765 -0.150 -14.829 -0.126 -14.853 -0.119 -14.589 -0.109 -14.181 -0.627 -14.712 -0.210 -14.840 -0.207 -14.960 -0.230 -15.555 -0.460 -15.393 -0.942 4.521 0.207 0.901 0.119 41.384 40.337
53.100 -10.305 -4.933 -10.411 -4.774 -10.799 -4.231 -11.841 -2.551 -12.966 -0.310 -12.989 -0.303 -13.092 -0.288 -13.919 -0.155 -13.915 -0.151 -13.906 -0.149 -13.846 -0.192 -14.494 -0.334 -14.708 -0.164 -14.692 -0.172 -14.612 -0.239 -14.759 -0.152 -14.821 -0.128 -14.843 -0.121 -14.576 -0.115 -14.168 -0.630 -14.708 -0.212 -14.834 -0.209 -14.954 -0.234 -15.555 -0.477 -15.394 -0.948 4.515 0.207 0.901 0.119 41.381 40.338
53.200 -10.303 -4.938 -10.408 -4.779 -10.795 -4.236 -11.832 -2.554 -12.961 -0.311 -12.985 -0.304 -13.087 -0.288 -13.908 -0.158 -13.903 -0.154 -13.895 -0.152 -13.841 -0.196 -14.483 -0.337 -14.696 -0.166 -14.680 -0.173 -14.601 -0.240 -14.752 -0.154 -14.812 -0.130 -14.833 -0.123 -14.562 -0.122 -14.156 -0.633 -14.703 -0.214 -14.829 -0.211 -14.948 -0.238 -15.554 -0.494 -15.395 -0.954 4.509 0.206 0.902 0.119 41.379 40.338
53.300 -10.301 -4.943 -10.406 -4.784 -10.792 -4.241 -11.824 -2.557 -12.956 -0.311 -12.980 -0.304 -13.083 -0.288 -13.896 -0.161 -13.892 -0.157 -13.885 -0.155 -13.835 -0.199 -14.471 -0.339 -14.682 -0.167 -14.667 -0.174 -14.590 -0.241 -14.744 -0.156 -14.801 -0.132 -14.821 -0.125 -14.548 -0.130 -14.143 -0.636 -14.698 -0.215 -14.823 -0.212 -14.941 -0.242 -15.554 -0.511 -15.396 -0.959 4.502 0.204 0.902 0.119 41.377 40.337
53.400 -10.298 -4.948 -10.403 -4.789 -10.788 -4.246 -11.815 -2.560 -12.951 -0.311 -12.974 -0.303 -13.077 -0.287 -13.884 -0.163 -13.881 -0.160 -13.874 -0.158 -13.829 -0.202 -14.459 -0.342 -14.668 -0.169 -14.653 -0.175 -14.577 -0.242 -14.735 -0.158 -14.789 -0.134 -14.807 -0.127 -14.533 -0.138 -14.131 -0.639 -14.693 -0.215 -14.818 -0.213 -14.935 -0.245 -15.553 -0.528 -15.397 -0.964 4.496 0.203 0.901 0.118 41.374 40.335
53.500 -10.296 -4.953 -10.401 -4.794 -10.784 -4.251 -11.807 -2.562 -12.945 -0.310 -12.969 -0.302 -13.072 -0.286 -13.872 -0.166 -13.869 -0.162 -13.863 -0.161 -13.822 -0.204 -14.446 -0.344 -14.652 -0.170 -14.638 -0.176 -14.563 -0.242 -14.724 -0.160 -14.776 -0.136 -14.793 -0.129 -14.519 -0.146 -14.119 -0.642 -14.689 -0.216 -14.812 -0.214 -14.929 -0.248 -15.552 -0.545 -15.398 -0.969 4.490 0.201 0.900 0.118 41.371 40.331
53.600 -10.294 -4.958 -10.398 -4.799 -10.781 -4.255 -11.798 -2.565 -12.940 -0.309 -12.963 -0.301 -13.066 -0.285 -13.859 -0.168 -13.857 -0.165 -13.852 -0.164 -13.815 -0.207 -14.433 -0.347 -14.635 -0.172 -14.621 -0.177 -14.549 -0.242 -14.713 -0.162 -14.762 -0.138 -14.777 -0.131 -14.504 -0.155 -14.107 -0.646 -14.684 -0.216 -14.806 -0.214 -14.923 -0.251 -15.551 -0.562 -15.399 -0.974 4.485 0.199 0.899 0.117 41.367 40.327
53.700 -10.292 -4.963 -10.396 -4.804 -10.777 -4.260 -11.789 -2.568 -12.934 -0.307 -12.957 -0.300 -13.060 -0.283 -13.846 -0.170 -13.845 -0.167 -13.841 -0.166 -13.808 -0.209 -14.419 -0.349 -14.617 -0.173 -14.604 -0.178 -14.533 -0.243 -14.700 -0.163 -14.746 -0.140 -14.761 -0.133 -14.488 -0.163 -14.095 -0.649 -14.679 -0.215 -14.801 -0.214 -14.916 -0.253 -15.550 -0.580 -15.400 -0.979 4.479 0.196 0.898 0.115 41.364 40.321
53.800 -10.290 -4.968 -10.394 -4.809 -10.773 -4.265 -11.781 -2.571 -12.927 -0.305 -12.951 -0.298 -13.054 -0.280 -13.834 -0.172 -13.833 -0.169 -13.829 -0.168 -13.800 -0.212 -14.404 -0.351 -14.598 -0.174 -14.585 -0.179 -14.517 -0.243 -14.687 -0.165 -14.730 -0.141 -14.743 -0.135 -14.473 -0.172 -14.083 -0.653 -14.675 -0.214 -14.795 -0.214 -14.910 -0.255 -15.550 -0.597 -15.401 -0.983 4.474 0.194 0.896 0.114 41.360 40.315
53.900 -10.287 -4.973 -10.391 -4.813 -10.769 -4.270 -11.772 -2.574 -12.921 -0.303 -12.944 -0.295 -13.048 -0.278 -13.821 -0.173 -13.820 -0.170 -13.817 -0.170 -13.792 -0.214 -14.389 -0.353 -14.578 -0.175 -14.565 -0.179 -14.500 -0.242 -14.672 -0.166 -14.713 -0.143 -14.725 -0.137 -14.457 -0.181 -14.071 -0.657 -14.670 -0.213 -14.789 -0.213 -14.903 -0.257 -15.549 -0.614 -15.402 -0.987 4.470 0.191 0.893 0.112 41.356 40.307
54.000 -10.285 -4.978 -10.389 -4.818 -10.766 -4.274 -11.764 -2.576 -12.914 -0.300 -12.938 -0.292 -13.041 -0.275 -13.807 -0.175 -13.807 -0.172 -13.806 -0.171 -13.784 -0.215 -14.373 -0.355 -14.557 -0.176 -14.545 -0.180 -14.481 -0.242 -14.656 -0.167 -14.695 -0.145 -14.705 -0.139 -14.441 -0.189 -14.059 -0.661 -14.665 -0.211 -14.783 -0.212 -14.897 -0.258 -15.547 -0.631 -15.403 -0.990 4.466 0.187 0.890 0.110 41.352 40.298
54.100 -10.283 -4.982 -10.386 -4.823 -10.762 -4.279 -11.755 -2.579 -12.907 -0.297 -12.931 -0.289 -13.034 -0.271 -13.794 -0.175 -13.795 -0.173 -13.793 -0.172 -13.776 -0.217 -14.357 -0.357 -14.535 -0.176 -14.524 -0.180 -14.462 -0.241 -14.640 -0.168 -14.676 -0.146 -14.685 -0.141 -14.425 -0.198 -14.047 -0.665 -14.660 -0.209 -14.777 -0.210 -14.890 -0.259 -15.546 -0.648 -15.404 -0.994 4.462 0.184 0.887 0.108 41.347 40.288
54.200 -10.281 -4.987 -10.384 -4.828 -10.758 -4.284 -11.747 -2.582 -12.900 -0.294 -12.924 -0.285 -13.026 -0.267 -13.781 -0.176 -13.782 -0.173 -13.781 -0.173 -13.767 -0.218 -14.340 -0.359 -14.513 -0.176 -14.502 -0.179 -14.443 -0.240 -14.623 -0.168 -14.656 -0.147 -14.664 -0.142 -14.408 -0.207 -14.035 -0.669 -14.656 -0.207 -14.771 -0.208 -14.883 -0.260 -15.545 -0.666 -15.406 -0.997 4.458 0.181 0.884 0.106 41.342 40.278
54.300 -10.278 -4.992 -10.381 -4.833 -10.755 -4.288 -11.739 -2.584 -12.893 -0.290 -12.916 -0.282 -13.019 -0.263 -13.767 -0.176 -13.768 -0.173 -13.769 -0.173 -13.758 -0.219 -14.323 -0.361 -14.489 -0.176 -14.479 -0.179 -14.422 -0.239 -14.605 -0.168 -14.635 -0.148 -14.643 -0.143 -14.391 -0.215 -14.024 -0.674 -14.651 -0.204 -14.765 -0.206 -14.876 -0.260 -15.544 -0.683 -15.407 -0.999 4.454 0.177 0.881 0.104 41.338 40.267
54.400 -10.276 -4.997 -10.379 -4.837 -10.751 -4.293 -11.730 -2.587 -12.885 -0.286 -12.909 -0.277 -13.011 -0.258 -13.753 -0.175 -13.755 -0.173 -13.756 -0.173 -13.749 -0.219 -14.305 -0.363 -14.466 -0.176 -14.455 -0.178 -14.401 -0.238 -14.586 -0.168 -14.614 -0.148 -14.621 -0.144 -14.374 -0.223 -14.012 -0.679 -14.646 -0.201 -14.759 -0.203 -14.869 -0.260 -15.543 -0.700 -15.408 -1.002 4.451 0.173 0.877 0.102 41.333 40.255
54.500 -10.274 -5.001 -10.376 -4.842 -10.747 -4.297 -11.722 -2.590 -12.878 -0.282 -12.901 -0.272 -13.003 -0.253 -13.740 -0.175 -13.742 -0.172 -13.743 -0.172 -13.739 -0.220 -14.287 -0.365 -14.441 -0.175 -14.431 -0.176 -14.379 -0.236 -14.567 -0.168 -14.593 -0.148 -14.598 -0.144 -14.357 -0.232 -14.001 -0.683 -14.640 -0.198 -14.753 -0.200 -14.862 -0.260 -15.541 -0.718 -15.409 -1.004 4.448 0.169 0.873 0.099 41.328 40.242
54.600 -10.272 -5.006 -10.374 -4.847 -10.743 -4.302 -11.714 -2.592 -12.870 -0.277 -12.893 -0.267 -12.994 -0.247 -13.726 -0.173 -13.728 -0.171 -13.730 -0.171 -13.729 -0.220 -14.268 -0.366 -14.416 -0.174 -14.406 -0.174 -14.357 -0.235 -14.547 -0.167 -14.570 -0.148 -14.575 -0.144 -14.339 -0.240 -13.990 -0.688 -14.635 -0.194 -14.747 -0.196 -14.855 -0.259 -15.540 -0.735 -15.411 -1.006 4.444 0.165 0.869 0.096 41.323 40.228
54.700 -10.270 -5.011 -10.372 -4.852 -10.740 -4.306 -11.705 -2.595 -12.862 -0.272 -12.885 -0.262 -12.986 -0.241 -13.712 -0.172 -13.715 -0.169 -13.717 -0.170 -13.719 -0.220 -14.249 -0.368 -14.390 -0.172 -14.381 -0.172 -14.334 -0.232 -14.526 -0.166 -14.548 -0.147 -14.552 -0.144 -14.322 -0.248 -13.978 -0.693 -14.630 -0.190 -14.740 -0.192 -14.848 -0.258 -15.539 -0.752 -15.412 -1.007 4.442 0.161 0.865 0.094 41.317 40.214
54.800 -10.267 -5.015 -10.369 -4.856 -10.736 -4.311 -11.697 -2.598 -12.854 -0.266 -12.877 -0.256 -12.977 -0.235 -13.698 -0.169 -13.701 -0.167 -13.704 -0.168 -13.709 -0.219 -14.230 -0.369 -14.364 -0.170 -14.356 -0.170 -14.311 -0.230 -14.505 -0.165 -14.525 -0.145 -14.528 -0.143 -14.304 -0.256 -13.967 -0.698 -14.624 -0.186 -14.733 -0.188 -14.841 -0.257 -15.537 -0.769 -15.413 -1.009 4.439 0.157 0.861 0.091 41.312 40.199
54.900 -10.265 -5.020 -10.367 -4.861 -10.732 -4.315 -11.689 -2.600 -12.845 -0.260 -12.868 -0.250 -12.968 -0.228 -13.684 -0.167 -13.687 -0.164 -13.691 -0.165 -13.699 -0.218 -14.210 -0.371 -14.338 -0.168 -14.329 -0.167 -14.287 -0.227 -14.484 -0.163 -14.501 -0.144 -14.503 -0.142 -14.286 -0.263 -13.956 -0.703 -14.619 -0.182 -14.727 -0.183 -14.834 -0.255 -15.536 -0.787 -15.415 -1.010 4.437 0.153 0.857 0.089 41.307 40.184
55.000 -10.263 -5.024 -10.364 -4.866 -10.729 -4.320 -11.681 -2.603 -12.837 -0.255 -12.860 -0.244 -12.959 -0.221 -13.669 -0.163 -13.674 -0.161 -13.678 -0.162 -13.689 -0.217 -14.190 -0.372 -14.311 -0.165 -14.303 -0.163 -14.263 -0.224 -14.462 -0.160 -14.477 -0.141 -14.479 -0.140 -14.268 -0.271 -13.945 -0.709 -14.613 -0.177 -14.720 -0.178 -14.827 -0.253 -15.534 -0.804 -15.416 -1.010 4.434 0.149 0.852 0.086 41.301 40.168
55.100 -10.261 -5.029 -10.362 -4.870 -10.725 -4.324 -11.672 -2.606 -12.828 -0.248 -12.851 -0.237 -12.950 -0.214 -13.655 -0.160 -13.660 -0.157 -13.664 -0.158 -13.678 -0.216 -14.170 -0.373 -14.284 -0.162 -14.276 -0.159 -14.238 -0.221 -14.440 -0.158 -14.453 -0.139 -14.454 -0.138 -14.250 -0.278 -13.934 -0.714 -14.607 -0.173 -14.713 -0.172 -14.819 -0.251 -15.532 -0.821 -15.417 -1.011 4.432 0.145 0.847 0.083 41.296 40.152
55.200 -10.258 -5.034 -10.359 -4.875 -10.721 -4.329 -11.664 -2.608 -12.819 -0.242 -12.842 -0.230 -12.940 -0.206 -13.641 -0.155 -13.646 -0.153 -13.651 -0.154 -13.667 -0.214 -14.150 -0.374 -14.257 -0.158 -14.249 -0.155 -14.213 -0.218 -14.418 -0.155 -14.429 -0.136 -14.429 -0.135 -14.232 -0.285 -13.924 -0.719 -14.601 -0.168 -14.706 -0.166 -14.812 -0.248 -15.531 -0.838 -15.419 -1.011 4.431 0.141 0.843 0.081 41.290 40.135
55.300 -10.256 -5.038 -10.357 -4.879 -10.718 -4.333 -11.656 -2.611 -12.810 -0.235 -12.833 -0.223 -12.931 -0.198 -13.627 -0.151 -13.632 -0.149 -13.637 -0.150 -13.656 -0.213 -14.129 -0.376 -14.230 -0.154 -14.222 -0.150 -14.189 -0.214 -14.396 -0.151 -14.405 -0.132 -14.404 -0.132 -14.214 -0.293 -13.913 -0.725 -14.595 -0.164 -14.699 -0.159 -14.804 -0.246 -15.529 -0.855 -15.420 -1.011 4.430 0.137 0.837 0.078 41.284 40.118
55.400 -10.254 -5.043 -10.354 -4.884 -10.714 -4.337 -11.648 -2.614 -12.801 -0.229 -12.824 -0.216 -12.921 -0.189 -13.612 -0.146 -13.618 -0.143 -13.624 -0.145 -13.645 -0.211 -14.109 -0.377 -14.202 -0.150 -14.195 -0.145 -14.163 -0.210 -14.373 -0.147 -14.381 -0.128 -14.379 -0.129 -14.196 -0.299 -13.902 -0.730 -14.589 -0.159 -14.691 -0.152 -14.797 -0.243 -15.527 -0.873 -15.422 -1.010 4.429 0.133 0.832 0.075 41.278 40.101
55.500 -10.252 -5.047 -10.352 -4.888 -10.710 -4.342 -11.640 -2.616 -12.792 -0.222 -12.815 -0.208 -12.911 -0.180 -13.598 -0.140 -13.604 -0.138 -13.610 -0.139 -13.634 -0.209 -14.088 -0.378 -14.174 -0.145 -14.167 -0.139 -14.138 -0.206 -14.351 -0.143 -14.356 -0.123 -14.354 -0.125 -14.178 -0.306 -13.892 -0.736 -14.582 -0.155 -14.684 -0.145 -14.789 -0.240 -15.525 -0.890 -15.423 -1.010 4.429 0.130 0.827 0.073 41.272 40.083
55.600 -10.250 -5.052 -10.350 -4.893 -10.706 -4.346 -11.632 -2.619 -12.783 -0.215 -12.805 -0.201 -12.901 -0.171 -13.584 -0.134 -13.590 -0.131 -13.597 -0.133 -13.623 -0.206 -14.067 -0.379 -14.147 -0.140 -14.140 -0.133 -14.113 -0.202 -14.328 -0.138 -14.332 -0.118 -14.329 -0.120 -14.160 -0.313 -13.882 -0.742 -14.576 -0.151 -14.676 -0.137 -14.782 -0.236 -15.523 -0.907 -15.425 -1.009 4.429 0.126 0.821 0.070 41.266 40.066
55.700 -10.247 -5.056 -10.347 -4.897 -10.703 -4.351 -11.624 -2.621 -12.774 -0.208 -12.796 -0.193 -12.891 -0.162 -13.569 -0.127 -13.576 -0.125 -13.583 -0.127 -13.611 -0.204 -14.046 -0.380 -14.119 -0.134 -14.112 -0.127 -14.088 -0.198 -14.306 -0.133 -14.307 -0.112 -14.304 -0.116 -14.143 -0.319 -13.871 -0.747 -14.569 -0.147 -14.669 -0.129 -14.774 -0.233 -15.521 -0.924 -15.426 -1.007 4.431 0.123 0.814 0.068 41.260 40.048
55.800 -10.245 -5.060 -10.345 -4.902 -10.699 -4.355 -11.616 -2.624 -12.764 -0.201 -12.786 -0.186 -12.881 -0.152 -13.555 -0.120 -13.562 -0.117 -13.569 -0.120 -13.600 -0.202 -14.025 -0.381 -14.091 -0.129 -14.085 -0.120 -14.062 -0.194 -14.283 -0.128 -14.283 -0.106 -14.280 -0.110 -14.125 -0.326 -13.861 -0.753 -14.562 -0.144 -14.661 -0.121 -14.767 -0.230 -15.519 -0.941 -15.427 -1.005 4.433 0.120 0.808 0.066 41.254 40.030
55.900 -10.243 -5.065 -10.342 -4.906 -10.695 -4.359 -11.608 -2.626 -12.755 -0.194 -12.777 -0.178 -12.871 -0.143 -13.541 -0.113 -13.548 -0.110 -13.556 -0.113 -13.588 -0.200 -14.004 -0.382 -14.064 -0.123 -14.058 -0.112 -14.037 -0.189 -14.261 -0.123 -14.259 -0.100 -14.255 -0.105 -14.107 -0.332 -13.851 -0.759 -14.554 -0.142 -14.653 -0.112 -14.759 -0.226 -15.517 -0.958 -15.429 -1.004 4.437 0.117 0.800 0.064 41.247 40.012
56.000 -10.241 -5.069 -10.340 -4.911 -10.692 -4.363 -11.601 -2.629 -12.745 -0.188 -12.767 -0.171 -12.860 -0.133 -13.527 -0.105 -13.534 -0.102 -13.542 -0.105 -13.577 -0.197 -13.983 -0.383 -14.037 -0.117 -14.031 -0.104 -14.012 -0.185 -14.239 -0.117 -14.235 -0.093 -14.231 -0.099 -14.090 -0.338 -13.841 -0.764 -14.547 -0.140 -14.645 -0.103 -14.751 -0.223 -15.515 -0.975 -15.430 -1.001 4.443 0.114 0.792 0.061 41.241 39.994
56.100 -10.239 -5.073 -10.337 -4.915 -10.688 -4.368 -11.593 -2.632 -12.736 -0.182 -12.757 -0.164 -12.850 -0.123 -13.513 -0.096 -13.520 -0.093 -13.529 -0.097 -13.565 -0.195 -13.962 -0.384 -14.010 -0.110 -14.004 -0.096 -13.987 -0.181 -14.217 -0.111 -14.212 -0.085 -14.207 -0.093 -14.073 -0.344 -13.832 -0.770 -14.540 -0.138 -14.637 -0.093 -14.744 -0.220 -15.512 -0.992 -15.432 -0.999 4.451 0.112 0.782 0.059 41.233 39.975
56.200 -10.237 -5.078 -10.335 -4.919 -10.684 -4.372 -11.585 -2.634 -12.726 -0.176 -12.748 -0.157 -12.840 -0.114 -13.499 -0.088 -13.506 -0.084 -13.515 -0.089 -13.553 -0.193 -13.941 -0.386 -13.983 -0.104 -13.977 -0.088 -13.963 -0.177 -14.195 -0.106 -14.189 -0.078 -14.183 -0.087 -14.056 -0.350 -13.822 -0.776 -14.532 -0.137 -14.629 -0.083 -14.736 -0.216 -15.510 -1.009 -15.433 -0.996 4.462 0.110 0.772 0.057 41.226 39.955
56.300 -10.234 -5.082 -10.332 -4.924 -10.681 -4.376 -11.577 -2.637 -12.717 -0.171 -12.738 -0.151 -12.829 -0.105 -13.485 -0.079 -13.492 -0.075 -13.502 -0.081 -13.542 -0.192 -13.920 -0.387 -13.957 -0.098 -13.951 -0.080 -13.939 -0.174 -14.173 -0.100 -14.166 -0.070 -14.160 -0.080 -14.039 -0.356 -13.813 -0.782 -14.524 -0.137 -14.621 -0.073 -14.728 -0.213 -15.508 -1.025 -15.435 -0.993 4.476 0.108 0.760 0.055 41.218 39.933
