#Filter ID	λmean	λeff	λmin	λmax	Weff	ZP (Jy)	Obs. Facility	Instrument	Description
HST/FOC_F96.F152M	2307.3	2194.3	1166	4565	423.9	906.4	HST	FOC	F152M filter for HST FOC_F/96
TD1/SPEC.F2320	2320.0	2319.7	2267	2364	36.2	768.2	TD1	TD1	TD1 Spectrophotometric filter at 2320A
HST/HSP_POL.F216M_0	2325.5	2294.9	1839	3185	378.0	791.7	HST	HSP	F216M_0 filter for HST HSP_POL
HST/WFC3_UVIS1.FQ232N	2327.1	2326.9	2294	2362	31.4	762.7	HST	WFC3	FQ232N filter for HST WFC3_UVIS1
HST/WFC3_UVIS2.FQ232N	2327.1	2326.9	2294	2362	31.4	762.7	HST	WFC3	FQ232N filter for HST WFC3_UVIS2
TD1/SPEC.F2340	2340.0	2339.7	2287	2384	36.2	754.4	TD1	TD1	TD1 Spectrophotometric filter at 2340A
GALEX/GALEX.NUV	2344.9	2304.7	1693	3007	768.3	788.5	GALEX	 	GALEX NUV
XMM/OM.UVM2	2347.2	2327.6	1884	2994	478.1	781.1	XMM	OM	XMM OM UVM2 filter full effective area
HST/FOC_F48.F220W	2355.1	2324.5	1653	3418	552.7	803.4	HST	FOC	F220W filter for HST FOC_F/48
TD1/SPEC.F2360	2360.0	2359.8	2307	2404	36.2	751.2	TD1	TD1	TD1 Spectrophotometric filter at 2360A
TD1/TD1.237	2365.0	2358.6	2200	2530	329.8	772.6	TD1	TD1	TD1 2370 A filter
TD1/NARROW2.2365	2365.0	2363.9	2310	2420	110.0	751.1	TD1	TD1	TD1 110A narrow filter centered at 2365A
TD1/WIDE.2365	2365.0	2358.6	2200	2530	330.0	772.7	TD1	TD1	TD1 330A wide filter centered at 2365A
HST/FOC_F96.F231M	2367.9	2356.1	1899	2892	272.1	781.7	HST	FOC	F231M filter for HST FOC_F/96
HST/WFPC1-WF.F230W	2373.1	2358.8	1965	2898	427.7	782.9	HST	WFPC1	F230W filter for HST WF/PC-1 wide field camera (detector 2)
HST/WFC3_UVIS2.F225W	2378.4	2360.5	1990	2969	460.6	787.7	HST	WFC3	F225W filter for HST WFC3_UVIS2
HST/WFPC1-PC.F230W	2378.5	2362.8	1938	2933	436.6	785.2	HST	WFPC1	F230W filter for HST WF/PC-1 planetary camera (detector 6)
HST/FOC_F96.F165W	2378.9	2296.2	1183	4865	1287.4	894.2	HST	FOC	F165W filter for HST FOC_F/96
TD1/SPEC.F2380	2380.0	2379.7	2327	2424	36.2	742.9	TD1	TD1	TD1 Spectrophotometric filter at 2380A
HST/FOC_F96.F220W	2380.4	2351.5	1652	3435	559.8	809.0	HST	FOC	F220W filter for HST FOC_F/96
HST/WFC3_UVIS1.F225W	2392.7	2374.7	1990	2980	462.2	791.3	HST	WFC3	F225W filter for HST WFC3_UVIS1
TD1/SPEC.F2400	2400.0	2400.0	2347	2444	36.2	745.5	TD1	TD1	TD1 Spectrophotometric filter at 2400A
TD1/TD1.240	2400.0	2399.7	2350	2450	99.9	759.2	TD1	TD1	TD1 2400 A filter
TD1/NARROW1.2400	2400.0	2399.7	2350	2450	100.0	759.3	TD1	TD1	TD1 100A narrow filter centered at 2400A
HST/HSP_UV1.F240W_A	2414.4	2389.4	1656	3063	557.5	800.2	HST	HSP	F240W_A filter for HST HSP_UV1
HST/HSP_UV1.F240W_B	2416.5	2391.8	1666	3065	556.9	800.8	HST	HSP	F240W_B filter for HST HSP_UV1
Astrosat/UVIT.N242W	2418.0	2418.0	1700	3050	767.2	819.3	Astrosat	UVIT	UVIT N242W filter
HST/STIS_NUV.25MAMA	2418.0	2347.0	1150	3470	1170.2	805.9	HST	STIS	25MAMA filter for HST STIS_NUV, with no grating
TD1/SPEC.F2420	2420.0	2420.1	2367	2464	36.2	767.1	TD1	TD1	TD1 Spectrophotometric filter at 2420A
IUE/IUE.2395-2445	2420.0	2420.2	2394	2446	51.0	766.9	IUE	 	IUE 2395-2445 A
HST/WFC3_UVIS1.FQ243N	2420.6	2420.7	2388	2454	35.0	765.6	HST	WFC3	FQ243N filter for HST WFC3_UVIS1
HST/WFC3_UVIS2.FQ243N	2420.6	2420.7	2388	2454	35.0	765.6	HST	WFC3	FQ243N filter for HST WFC3_UVIS2
HST/HSP_UV1.F140LP_A	2420.7	2345.6	1440	3270	1140.3	811.6	HST	HSP	F140LP_A filter for HST HSP_UV1
HST/HSP_UV2.F140LP_A	2420.7	2345.6	1440	3270	1140.3	811.6	HST	HSP	F140LP_A filter for HST HSP_UV2
HST/HSP_UV1.F140LP_B	2429.2	2355.4	1441	3270	1130.2	814.5	HST	HSP	F140LP_B filter for HST HSP_UV1
HST/HSP_UV2.F140LP_B	2429.2	2355.4	1441	3270	1130.2	814.5	HST	HSP	F140LP_B filter for HST HSP_UV2
HST/HSP_UV2.F160LP_A	2437.1	2368.3	1566	3270	1120.6	819.0	HST	HSP	F160LP_A filter for HST HSP_UV2
TD1/SPEC.F2440	2440.0	2440.0	2387	2484	36.2	785.5	TD1	TD1	TD1 Spectrophotometric filter at 2440A
HST/STIS_NUV.F25SRF2	2442.9	2365.5	1278	3473	1137.0	819.1	HST	STIS	F25SRF2 filter for HST STIS_NUV, with no grating
HST/HSP_UV2.F160LP_B	2444.5	2376.6	1567	3270	1112.1	821.3	HST	HSP	F160LP_B filter for HST HSP_UV2
HST/STIS_NUV.25MAMA_PRISM	2446.6	2388.5	1150	3495	1143.0	817.2	HST	STIS	25MAMA filter for HST STIS_NUV, with PRISM grating
Astrosat/UVIT.N245M	2447.0	2447.0	2193	2633	255.7	789.4	Astrosat	UVIT	UVIT N245M filter
HST/HSP_VIS.PRISM_BLUE	2447.1	2419.6	1661	3199	626.0	812.4	HST	HSP	PRISM_BLUE filter for HST HSP_VIS
Rosetta/OSIRIS_WAC.UV245	2456.1	2455.6	2331	2635	143.8	785.0	Rosetta	OSIRIS_WAC	OSIRIS_WAC UV245 Filter
Rosetta/OSIRIS_WAC.F31	2458.8	2458.3	2334	2637	143.6	786.3	Rosetta	OSIRIS_WAC	OSIRIS_WAC F31 Filter (full)
TD1/SPEC.F2460	2460.0	2459.9	2407	2504	36.2	792.9	TD1	TD1	TD1 Spectrophotometric filter at 2460A
HST/STIS_NUV.F25NDQ1	2461.0	2383.1	1156	3550	1123.9	826.2	HST	STIS	F25NDQ1 filter for HST STIS_NUV, with no grating
HST/HSP_POL.F237M_0	2461.9	2453.3	2026	3073	347.8	801.8	HST	HSP	F237M_0 filter for HST HSP_POL
HST/FOC_F96.F140W	2465.0	2406.7	1159	4779	510.1	975.2	HST	FOC	F140W filter for HST FOC_F/96
HST/HSP_VIS.F240W_A	2465.1	2437.7	1662	3242	640.5	818.3	HST	HSP	F240W_A filter for HST HSP_VIS
HST/HSP_VIS.F240W_B	2467.6	2440.5	1669	3245	640.1	819.1	HST	HSP	F240W_B filter for HST HSP_VIS
HST/STIS_NUV.F25QTZ	2471.6	2400.3	1452	3472	1105.0	836.8	HST	STIS	F25QTZ filter for HST STIS_NUV, with no grating
TD1/TD1.247	2475.0	2474.5	2420	2530	109.9	798.3	TD1	TD1	TD1 2470 A filter
TD1/NARROW2.2475	2475.0	2474.5	2420	2530	110.0	798.3	TD1	TD1	TD1 110A narrow filter centered at 2475A
HST/STIS_NUV.F25SRF2_PRISM	2478.0	2406.3	1276	3498	1107.1	835.7	HST	STIS	F25SRF2 filter for HST STIS_NUV, with PRISM grating
TD1/SPEC.F2480	2480.0	2480.0	2427	2524	36.2	799.8	TD1	TD1	TD1 Spectrophotometric filter at 2480A
HST/HSP_UV1.F248M_A	2493.3	2481.3	1909	3022	394.4	817.1	HST	HSP	F248M_A filter for HST HSP_UV1
HST/HSP_UV2.F248M_A	2493.3	2481.3	1909	3022	394.4	817.1	HST	HSP	F248M_A filter for HST HSP_UV2
HST/HSP_UV1.F248M_B	2494.4	2482.5	1914	3023	394.5	817.4	HST	HSP	F248M_B filter for HST HSP_UV1
HST/HSP_UV2.F248M_B	2494.4	2482.5	1914	3023	394.5	817.4	HST	HSP	F248M_B filter for HST HSP_UV2
HST/STIS_NUV.F25NDQ1_PRISM	2495.9	2428.5	1150	3669	1066.5	842.9	HST	STIS	F25NDQ1 filter for HST STIS_NUV, with PRISM grating
HST/STIS_NUV.25MAMA_G230L	2497.3	2439.8	1601	3173	982.1	838.5	HST	STIS	25MAMA filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.F25NDQ2	2497.7	2420.9	1160	3494	934.3	837.5	HST	STIS	F25NDQ2 filter for HST STIS_NUV, with no grating
TD1/SPEC.F2500	2500.0	2499.9	2447	2544	36.2	817.3	TD1	TD1	TD1 Spectrophotometric filter at 2500A
TD1/TD1.250	2500.0	2499.1	2450	2550	99.9	797.2	TD1	TD1	TD1 2500 A filter
TD1/NARROW1.2500	2500.0	2499.1	2450	2550	100.0	797.2	TD1	TD1	TD1 100A narrow filter centered at 2500A
HST/STIS_NUV.F25QTZ_PRISM	2502.5	2436.0	1453	3496	1082.7	851.9	HST	STIS	F25QTZ filter for HST STIS_NUV, with PRISM grating
HST/STIS_NUV.F25QTZ_G230L	2503.3	2447.0	1601	3173	973.2	840.5	HST	STIS	F25QTZ filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.F25SRF2_G230L	2504.4	2448.0	1601	3173	971.1	840.8	HST	STIS	F25SRF2 filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.25MAMA_G230M	2504.5	2451.3	1640	3100	972.3	841.2	HST	STIS	25MAMA filter for HST STIS_NUV, with G230M grating
HST/HSP_UV1.PRISM_RED	2509.4	2497.9	1926	3060	402.2	822.8	HST	HSP	PRISM_RED filter for HST HSP_UV1
HST/STIS_NUV.F25QTZ_G230M	2509.7	2457.6	1640	3100	960.3	842.9	HST	STIS	F25QTZ filter for HST STIS_NUV, with G230M grating
HST/STIS_NUV.F25SRF2_G230M	2510.9	2458.7	1640	3100	960.9	843.3	HST	STIS	F25SRF2 filter for HST STIS_NUV, with G230M grating
TD1/SPEC.F2520	2520.0	2519.5	2467	2564	36.2	800.7	TD1	TD1	TD1 Spectrophotometric filter at 2520A
HST/STIS_NUV.F25ND3	2521.1	2453.0	1150	3482	932.7	842.6	HST	STIS	F25ND3 filter for HST STIS_NUV, with no grating
HST/STIS_NUV.F25NDQ1_G230L	2524.7	2465.4	1601	3173	965.1	848.9	HST	STIS	F25NDQ1 filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.F25NDQ1_G230M	2531.1	2476.6	1640	3100	904.0	851.4	HST	STIS	F25NDQ1 filter for HST STIS_NUV, with G230M grating
HST/STIS_NUV.F25NDQ2_PRISM	2531.8	2466.9	1160	3558	892.6	855.5	HST	STIS	F25NDQ2 filter for HST STIS_NUV, with PRISM grating
TD1/SPEC.F2540	2540.0	2540.1	2487	2584	36.2	788.2	TD1	TD1	TD1 Spectrophotometric filter at 2540A
TAUVEX/TAUVEX.BBF	2545.3	2492.9	1717	3606	966.9	856.7	TAUVEX	TAUVEX	TAUVEX BBF approx. filter
HST/STIS_NUV.F25ND3_PRISM	2551.8	2498.1	1150	3498	895.1	856.6	HST	STIS	F25ND3 filter for HST STIS_NUV, with PRISM grating
HST/FOC_F96.F253M	2562.0	2555.6	2068	3045	273.6	841.8	HST	FOC	F253M filter for HST FOC_F/96
HST/STIS_NUV.F25NDQ2_G230L	2562.6	2505.2	1601	3173	840.6	862.4	HST	STIS	F25NDQ2 filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.F25NDQ2_G230M	2569.9	2517.5	1640	3100	760.9	865.3	HST	STIS	F25NDQ2 filter for HST STIS_NUV, with G230M grating
Rosetta/OSIRIS_WAC.F41	2580.8	2580.9	2498	2672	60.5	851.3	Rosetta	OSIRIS_WAC	OSIRIS_WAC F41 Filter (full)
Rosetta/OSIRIS_WAC.CS	2581.0	2581.1	2497	2677	60.5	851.5	Rosetta	OSIRIS_WAC	OSIRIS_WAC CS Filter
HST/STIS_NUV.F25NDQ3	2585.1	2517.1	1165	3500	780.9	877.3	HST	STIS	F25NDQ3 filter for HST STIS_NUV, with no grating
Cassini/ISS_NAC.UV1	2585.3	2583.0	2286	2855	351.4	851.9	Cassini	ISS_NAC	Cassini ISS NAC UV1 filter (full)
HST/STIS_NUV.F25ND3_G230L	2590.5	2541.3	1601	3173	832.2	871.8	HST	STIS	F25ND3 filter for HST STIS_NUV, with G230L grating
TAUVEX/TAUVEX.SF3	2592.3	2570.3	1691	3366	541.2	863.5	TAUVEX	TAUVEX	TAUVEX SF3 approx. filter
HST/STIS_NUV.F25ND3_G230M	2595.7	2550.8	1640	3100	769.6	874.0	HST	STIS	F25ND3 filter for HST STIS_NUV, with G230M grating
HST/FOC_F48.F195W	2597.9	2548.0	1160	5306	1397.8	1034.4	HST	FOC	F195W filter for HST FOC_F/48
HST/WFPC2-WF.F255W	2615.7	2608.9	2124	3176	460.8	866.7	HST	WFPC2	F255W filter for HST WFPC2 wide field camera (detector 4)
HST/WFPC2-PC.F255W	2617.2	2611.0	2124	3177	461.5	868.5	HST	WFPC2	F255W filter for HST WFPC2 planetary camera (detector 1)
HST/STIS_NUV.F25NDQ3_PRISM	2618.2	2562.8	1160	3595	756.1	895.8	HST	STIS	F25NDQ3 filter for HST STIS_NUV, with PRISM grating
HST/HSP_UV2.F262M_A	2622.4	2614.6	2039	3074	300.4	872.7	HST	HSP	F262M_A filter for HST HSP_UV2
HST/HSP_UV2.F262M_B	2623.2	2615.7	2043	3075	300.6	873.1	HST	HSP	F262M_B filter for HST HSP_UV2
HST/STIS_NUV.F25NDQ3_G230L	2626.0	2576.3	1603	3173	705.8	887.1	HST	STIS	F25NDQ3 filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.F25NDQ3_G230M	2630.8	2585.7	1640	3100	643.7	889.3	HST	STIS	F25NDQ3 filter for HST STIS_NUV, with G230M grating
Astrosat/UVIT.N263M	2632.0	2632.0	2462	2842	260.0	880.9	Astrosat	UVIT	UVIT N263M filter
HST/HSP_UV2.PRISM_RED	2633.6	2626.7	2074	3101	305.5	877.9	HST	HSP	PRISM_RED filter for HST HSP_UV2
HST/STIS_CCD.50CCD_G230LB	2649.6	2609.6	1654	3094	611.9	900.0	HST	STIS	50CCD filter for HST STIS_CCD, with G230LB grating
HST/STIS_CCD.50CORON_G230LB	2649.6	2609.6	1654	3094	611.9	900.0	HST	STIS	50CORON filter for HST STIS_CCD, with G230LB grating
HST/STIS_CCD.F28X50LP_G230LB	2649.6	2609.6	1654	3094	611.9	900.0	HST	STIS	F28X50LP filter for HST STIS_CCD, with G230LB grating
Rosetta/OSIRIS_NAC.F15	2656.9	2651.9	2244	3026	446.0	886.5	Rosetta	OSIRIS_NAC	OSIRIS_NAC F15 Filter (full)
HST/HSP_VIS.F262M_A	2657.9	2650.5	2082	3271	318.7	889.6	HST	HSP	F262M_A filter for HST HSP_VIS
HST/HSP_VIS.F262M_B	2658.9	2651.5	2087	3273	319.2	890.0	HST	HSP	F262M_B filter for HST HSP_VIS
HST/STIS_NUV.F25NDQ4	2667.2	2598.6	1185	3829	780.6	922.2	HST	STIS	F25NDQ4 filter for HST STIS_NUV, with no grating
Rosetta/OSIRIS_NAC.Far_UV	2669.3	2664.1	2241	3027	494.1	892.0	Rosetta	OSIRIS_NAC	OSIRIS_NAC Far_UV Filter
HST/STIS_NUV.F25NDQ4_G230L	2684.8	2634.2	1604	3173	666.2	913.8	HST	STIS	F25NDQ4 filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.F25NDQ4_G230M	2685.0	2640.0	1640	3100	595.6	914.3	HST	STIS	F25NDQ4 filter for HST STIS_NUV, with G230M grating
Swift/UVOT.UVW1	2688.5	2684.1	1614	4730	801.9	981.4	Swift	UVOT	UVOT UVW1 filter effective area
HST/FOC_F96.F195W	2695.7	2655.1	1156	5374	1436.2	1110.3	HST	FOC	F195W filter for HST FOC_F/96
HST/STIS_NUV.F25NDQ4_PRISM	2706.2	2651.4	1172	3969	754.7	947.7	HST	STIS	F25NDQ4 filter for HST STIS_NUV, with PRISM grating
HST/STIS_NUV.F25CN270_G230L	2712.5	2710.3	2555	2880	201.0	918.0	HST	STIS	F25CN270 filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.F25CN270	2713.6	2711.3	2555	2879	202.1	917.9	HST	STIS	F25CN270 filter for HST STIS_NUV, with no grating
HST/STIS_NUV.F25CN270_PRISM	2714.3	2712.1	2555	2880	202.1	918.1	HST	STIS	F25CN270 filter for HST STIS_NUV, with PRISM grating
HST/STIS_NUV.F25CN270_G230M	2717.3	2715.0	2555	2881	200.5	918.6	HST	STIS	F25CN270 filter for HST STIS_NUV, with G230M grating
HST/STIS_CCD.50CCD_G230MB	2718.1	2672.2	1649	3187	594.7	930.3	HST	STIS	50CCD filter for HST STIS_CCD, with G230MB grating
HST/STIS_CCD.50CORON_G230MB	2718.1	2672.2	1649	3187	594.7	930.3	HST	STIS	50CORON filter for HST STIS_CCD, with G230MB grating
HST/STIS_CCD.F28X50LP_G230MB	2718.1	2672.2	1649	3187	594.7	930.3	HST	STIS	F28X50LP filter for HST STIS_CCD, with G230MB grating
HST/WFC3_UVIS2.F275W	2719.0	2714.7	2282	3119	416.7	920.5	HST	WFC3	F275W filter for HST WFC3_UVIS2
HST/WFC3_UVIS1.F275W	2725.1	2720.9	2286	3120	425.0	923.7	HST	WFC3	F275W filter for HST WFC3_UVIS1
LYRA/LYRA.3	2726.2	2723.8	2469	3079	203.0	927.0	ISS	LYRA	LYRA 270nm (3) filter
TD1/TD1.274	2740.0	2737.2	2585	2895	309.8	927.8	TD1	TD1	TD1 2740 A filter
TD1/WIDE.2740	2740.0	2737.2	2585	2895	310.0	927.8	TD1	TD1	TD1 310A wide filter centered at 2740A
HST/ACS_HRC.F250W	2750.3	2740.2	2095	3535	594.2	935.7	HST	ACS	F250W filter for HST ACS_HRC
HST/HSP_UV2.F284M_A	2762.0	2754.2	1990	3213	367.6	941.2	HST	HSP	F284M_A filter for HST HSP_UV2
HST/HSP_UV2.F284M_B	2763.0	2755.2	1990	3214	367.3	941.7	HST	HSP	F284M_B filter for HST HSP_UV2
HST/HSP_UV1.F278N_A	2769.3	2767.7	2575	3034	158.5	936.4	HST	HSP	F278N_A filter for HST HSP_UV1
HST/HSP_UV2.F278N_A	2769.3	2767.7	2575	3034	158.5	936.4	HST	HSP	F278N_A filter for HST HSP_UV2
HST/HSP_UV1.F278N_B	2769.5	2767.9	2576	3035	158.6	936.4	HST	HSP	F278N_B filter for HST HSP_UV1
HST/HSP_UV2.F278N_B	2769.5	2767.9	2576	3035	158.6	936.4	HST	HSP	F278N_B filter for HST HSP_UV2
HST/STIS_NUV.F25ND5_G230M	2782.7	2754.8	1640	3100	465.9	959.4	HST	STIS	F25ND5 filter for HST STIS_NUV, with G230M grating
HST/STIS_NUV.F25ND5	2788.1	2742.0	1166	3785	589.8	980.8	HST	STIS	F25ND5 filter for HST STIS_NUV, with no grating
HST/STIS_NUV.F25ND5_G230L	2788.2	2755.4	1612	3173	531.9	961.2	HST	STIS	F25ND5 filter for HST STIS_NUV, with G230L grating
Astrosat/UVIT.N279N	2792.0	2792.0	2722	2876	81.4	930.8	Astrosat	UVIT	UVIT N279N filter
HST/WFC3_UVIS2.F280N	2797.0	2796.9	2762	2841	40.2	908.7	HST	WFC3	F280N filter for HST WFC3_UVIS2
HST/WFC3_UVIS1.F280N	2797.0	2796.9	2762	2841	40.2	908.6	HST	WFC3	F280N filter for HST WFC3_UVIS1
HST/STIS_NUV.F25MGII	2801.9	2802.1	2745	2860	55.8	935.2	HST	STIS	F25MGII filter for HST STIS_NUV, with no grating
HST/STIS_NUV.F25MGII_PRISM	2802.0	2802.2	2745	2860	55.8	935.3	HST	STIS	F25MGII filter for HST STIS_NUV, with PRISM grating
HST/STIS_NUV.F25MGII_G230L	2802.0	2802.2	2744	2862	56.3	935.8	HST	STIS	F25MGII filter for HST STIS_NUV, with G230L grating
HST/STIS_NUV.F25MGII_G230M	2802.1	2802.4	2745	2862	56.0	935.8	HST	STIS	F25MGII filter for HST STIS_NUV, with G230M grating
HST/STIS_NUV.F25ND5_PRISM	2820.0	2790.0	1156	3882	572.6	1003.9	HST	STIS	F25ND5 filter for HST STIS_NUV, with PRISM grating
HST/FOC_F96.F278M	2828.1	2821.1	2181	3434	361.2	975.4	HST	FOC	F278M filter for HST FOC_F/96
HST/FOC_F48.F275W	2852.6	2841.8	1651	4096	761.3	1015.6	HST	FOC	F275W filter for HST FOC_F/48
Rosetta/OSIRIS_NAC.F35	2855.5	2854.4	2479	3046	177.2	991.1	Rosetta	OSIRIS_NAC	OSIRIS_NAC F35 Filter (full)
HST/FOC_F96.F275W	2856.0	2847.5	1666	3989	686.7	1009.0	HST	FOC	F275W filter for HST FOC_F/96
HST/WFPC1-WF.F284W	2860.0	2852.5	2227	3507	491.1	991.3	HST	WFPC1	F284W filter for HST WF/PC-1 wide field camera (detector 2)
HST/WFC3_UVIS2.F300X	2870.3	2867.4	2137	4098	753.2	1018.2	HST	WFC3	F300X filter for HST WFC3_UVIS2
HST/WFC3_UVIS1.F300X	2884.3	2882.5	2150	4119	810.2	1027.4	HST	WFC3	F300X filter for HST WFC3_UVIS1
HST/HSP_POL.F277M_0	2891.8	2886.8	2382	3770	376.2	1007.6	HST	HSP	F277M_0 filter for HST HSP_POL
HST/WFPC1-PC.F284W	2899.1	2891.7	2261	3592	517.7	1012.6	HST	WFPC1	F284W filter for HST WF/PC-1 planetary camera (detector 6)
IUE/IUE.2900-2950	2925.0	2924.8	2899	2951	51.0	1046.2	IUE	 	IUE 2900-2950 A
XMM/OM.UVW1_filter	2947.4	2934.3	1795	4034	744.0	1044.8	XMM	OM	XMM OM UVW1 filter transmission only
Rosetta/OSIRIS_WAC.UV295	2948.7	2948.8	2842	3059	109.2	1059.2	Rosetta	OSIRIS_WAC	OSIRIS_WAC UV295 Filter
Rosetta/OSIRIS_WAC.F51	2949.2	2949.2	2843	3060	109.7	1059.5	Rosetta	OSIRIS_WAC	OSIRIS_WAC F51 Filter (full)
IUE/IUE.2900-3000	2950.0	2949.9	2899	3001	101.0	1062.7	IUE	 	IUE 2900-3000
XMM/OM.UVW1	2978.8	2971.0	2189	4060	795.3	1065.0	XMM	OM	XMM OM UVW1 filter full effective area
Cassini/ISS_NAC.UV2	2989.0	2983.3	2583	3386	523.7	1059.5	Cassini	ISS_NAC	Cassini ISS NAC UV2 filter (full)
HST/WFPC2-WF.F300W	3037.7	3027.7	2335	3967	895.1	1092.4	HST	WFPC2	F300W filter for HST WFPC2 wide field camera (detector 4)
HST/WFPC2-PC.F300W	3038.5	3028.5	2335	3967	896.0	1092.9	HST	WFPC2	F300W filter for HST WFPC2 planetary camera (detector 1)
CTIO/CTIO.3085-75	3078.3	3077.9	3000	3171	80.0	1123.5	CTIO	 	CTIO 3085/75
Rosetta/OSIRIS_WAC.OH	3089.2	3089.1	3024	3157	42.8	1123.5	Rosetta	OSIRIS_WAC	OSIRIS_WAC OH Filter
Rosetta/OSIRIS_WAC.F61	3089.3	3089.1	3023	3157	43.5	1123.9	Rosetta	OSIRIS_WAC	OSIRIS_WAC F61 Filter (full)
HST/FOC_F96.F307M	3096.4	3085.5	1640	3753	385.7	1126.7	HST	FOC	F307M filter for HST FOC_F/96
IAC80/CAMELOT.iac73	3127.5	3127.5	3085	3173	46.8	1137.6	IAC80	CAMELOT	CAMELOT iac73 interference filter
Cassini/ISS_NAC.UV2_UV3	3158.8	3155.9	2955	3393	270.1	1148.8	Cassini	ISS_NAC	Cassini ISS NAC comb. UV2/UV3 filter (full)
HST/FOC_F96.F320W	3159.5	3138.9	2345	3754	754.0	1126.5	HST	FOC	F320W filter for HST FOC_F/96
Rosetta/OSIRIS_WAC.UV325	3247.6	3247.3	3105	3372	111.6	1177.9	Rosetta	OSIRIS_WAC	OSIRIS_WAC UV325 Filter
Rosetta/OSIRIS_WAC.F71	3248.0	3247.7	3101	3374	111.1	1178.1	Rosetta	OSIRIS_WAC	OSIRIS_WAC F71 Filter (full)
GCPD/Walraven.W	3254.6	3253.9	3114	3398	143.5	1181.2	 	 	Walraven W filter in GCPD (ADPS)
HST/FOS_BLUE.G130H	3304.2	3397.7	1160	5484	2313.6	1784.6	HST	FOS	G130H grating for HST FOS_BLUE
IAC80/CAMELOT.iac77	3307.9	3307.8	3261	3355	45.0	1213.1	IAC80	CAMELOT	CAMELOT iac77 interference filter
HST/HSP_POL.F327M_0	3319.3	3320.9	2782	3990	481.7	1244.2	HST	HSP	F327M_0 filter for HST HSP_POL
KPNO/MOSAIC.BATC_337	3341.2	3339.1	3123	3611	243.1	1217.9	KPNO	MOSAIC	KPNO Mosaic Windhorst 337nm BATC Medium Band 01 a filter (k1051)
HST/FOS_BLUE.MIRROR	3346.0	3450.2	1160	5489	2201.7	1839.7	HST	FOS	MIRROR grating for HST FOS_BLUE
Rosetta/OSIRIS_WAC.NH	3350.3	3350.2	3290	3414	44.8	1214.5	Rosetta	OSIRIS_WAC	OSIRIS_WAC NH Filter
Rosetta/OSIRIS_WAC.F81	3350.4	3350.3	3290	3414	44.9	1214.8	Rosetta	OSIRIS_WAC	OSIRIS_WAC F81 Filter (full)
LaSilla/EMMI.EUV	3353.6	3345.5	3000	3824	618.0	1232.5	LaSilla	EMMI	EMMI EUV (UG11/5), ESO#658 (filter only)
HST/WFPC2-WF.F336W	3355.5	3349.6	2958	3798	452.6	1226.7	HST	WFPC2	F336W filter for HST WFPC2 wide field camera (detector 4)
HST/FOS_BLUE.G190H	3355.5	3465.2	1160	5484	2239.3	1841.9	HST	FOS	G190H grating for HST FOS_BLUE
HST/WFPC2-PC.F336W	3355.7	3349.8	2958	3798	452.2	1226.8	HST	WFPC2	F336W filter for HST WFPC2 planetary camera (detector 1)
LaSilla/SUSI2.Up	3363.6	3359.1	3000	3879	640.3	1251.5	La Silla	SUSI2	U' #823 SUSI2 filter
HST/WFC3_UVIS1.F336W	3366.0	3359.4	3014	3707	512.3	1227.3	HST	WFC3	F336W filter for HST WFC3_UVIS1
HST/WFC3_UVIS2.F336W	3366.1	3359.5	3014	3707	511.9	1227.4	HST	WFC3	F336W filter for HST WFC3_UVIS2
NAOC/BATC.a	3370.9	3367.9	3120	3634	338.1	1230.2	Xinglong	 	BATC a filter
Generic/Johnson_13col.33	3374.5	3374.3	3162	3624	116.3	1231.2	 	 	Johnson 13 colors 33 filter
HST/WFPC1-WF.F336W	3375.5	3369.6	2906	3817	481.3	1239.2	HST	WFPC1	F336W filter for HST WF/PC-1 wide field camera (detector 2)
HST/ACS_HRC.F330W	3376.2	3368.3	2958	3719	529.2	1231.9	HST	ACS	F330W filter for HST ACS_HRC
HST/FOS_BLUE.G160L	3386.4	3496.9	1182	5484	2184.0	1877.4	HST	FOS	G160L ORDER0filter for HST FOS_BLUE ORDER0
LICK/LICK.3380_55	3389.4	3389.1	3276	3532	65.5	1237.5	LICK	 	LICK, 3380_55
LICK/LICK.3380_30	3391.4	3391.4	3330	3459	40.9	1238.7	LICK	 	LICK, 3380_30
Cassini/ISS_NAC.UV3	3394.5	3392.3	2964	3885	634.8	1275.0	Cassini	ISS_NAC	Cassini ISS NAC UV3 filter (full)
HST/WFPC1-PC.F336W	3394.9	3389.6	2911	3820	474.9	1248.6	HST	WFPC1	F336W filter for HST WF/PC-1 planetary camera (detector 6)
CFHT/CFHT.cfh1308	3410.5	3409.7	3260	3580	164.9	1247.8	CFHT	 	cfh1308 General Purpose
GCPD/Johnson.U_Landolt	3416.5	3461.7	2756	4210	939.5	1498.7	 	 	Johnson U filter in GCPD-Landolt 1983
HST/FOC_F96.F342W	3424.3	3430.0	2863	3926	666.5	1325.4	HST	FOC	F342W filter for HST FOC_F/96
